task,caseid,user,ASSIGNEDTEAMNAME,incAmt,end_timestamp,start_timestamp,CREATEDT
5eb74a1b83b6addb8454997d580d01b638e24a6f,7f07e40bb5050a3de36f18e227767a1faa33b3b1,5c775a5a2f09fe34abb9fc18fd320a21c372538c,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-03-31T18:22:46.000,1972-03-31T18:22:43.000,1972-03-31T01:04:44.000
c3d08f48336fa8d3a0e15f856118e83655acb308,7f07e40bb5050a3de36f18e227767a1faa33b3b1,5c775a5a2f09fe34abb9fc18fd320a21c372538c,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-03-31T18:22:46.000,1972-03-31T18:22:44.000,1972-03-31T01:04:44.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f07e40bb5050a3de36f18e227767a1faa33b3b1,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-04-12T20:48:57.000,1972-04-12T20:48:55.000,1972-03-31T18:22:51.000
20679d925843a4c25682650e519725d0ddde7465,7f07e40bb5050a3de36f18e227767a1faa33b3b1,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-04-12T20:48:57.000,1972-04-12T20:48:55.000,1972-03-31T18:22:57.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f07e40bb5050a3de36f18e227767a1faa33b3b1,cdd6528e0ad34e0a9f45e8285608f450820450c9,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-04-20T18:27:06.000,1972-04-20T18:18:33.000,1972-04-12T20:49:12.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f07e40bb5050a3de36f18e227767a1faa33b3b1,cdd6528e0ad34e0a9f45e8285608f450820450c9,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-04-20T18:27:06.000,1972-04-20T18:18:33.000,1972-04-14T22:49:57.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f07e40bb5050a3de36f18e227767a1faa33b3b1,cdd6528e0ad34e0a9f45e8285608f450820450c9,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-04-20T18:27:06.000,1972-04-20T18:18:33.000,1972-04-18T23:25:37.000
20679d925843a4c25682650e519725d0ddde7465,7f07e40bb5050a3de36f18e227767a1faa33b3b1,cdd6528e0ad34e0a9f45e8285608f450820450c9,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-04-20T18:27:06.000,1972-04-20T18:18:34.000,1972-04-12T20:49:07.000
ac656841faa2a212dc205e2d7c7353b5810d2017,7f07e40bb5050a3de36f18e227767a1faa33b3b1,376d447b48e0b6086d15c6b7edfc37a174b004d1,94c1b6409617849557e6605cb41de7bf9e5d5aa2,6079.46,1972-04-20T19:13:07.000,1972-04-20T19:05:09.000,1972-04-20T19:04:58.000
7df0abdc10a97f4fed3aa69ecb347079a16c2c10,7f07e40bb5050a3de36f18e227767a1faa33b3b1,cdd6528e0ad34e0a9f45e8285608f450820450c9,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-04-20T19:05:23.000,1972-04-20T19:05:21.000,1972-04-20T19:05:18.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f07e40bb5050a3de36f18e227767a1faa33b3b1,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-05-04T00:18:00.000,1972-05-04T00:17:58.000,1972-04-20T19:05:27.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f07e40bb5050a3de36f18e227767a1faa33b3b1,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-05-04T00:18:01.000,1972-05-04T00:17:58.000,1972-04-30T16:54:27.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f07e40bb5050a3de36f18e227767a1faa33b3b1,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-05-04T00:18:01.000,1972-05-04T00:17:58.000,1972-04-30T16:50:21.000
7df0abdc10a97f4fed3aa69ecb347079a16c2c10,7f07e40bb5050a3de36f18e227767a1faa33b3b1,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-05-04T00:18:00.000,1972-05-04T00:17:58.000,1972-05-04T00:17:53.000
20679d925843a4c25682650e519725d0ddde7465,7f07e40bb5050a3de36f18e227767a1faa33b3b1,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-05-04T00:18:01.000,1972-05-04T00:17:59.000,1972-04-20T19:05:33.000
d81d235c8e7843330a8c0a9e5066fa5f509fab61,7f07e40bb5050a3de36f18e227767a1faa33b3b1,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,d55a31caeb308e00cb303c4195753040959b66bc,6079.46,1972-05-04T00:19:18.000,1972-05-04T00:19:15.000,1972-05-04T00:19:15.000
5eb74a1b83b6addb8454997d580d01b638e24a6f,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,ce6a8be283ab6bdfc57c8de40bc579e899efb13d,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-06-24T21:50:08.000,1971-06-24T21:50:06.000,1971-06-23T17:18:28.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-06-25T20:57:19.000,1971-06-25T20:57:16.000,1971-06-24T21:50:14.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-07-16T19:46:24.000,1971-07-16T19:46:20.000,1971-06-25T20:57:25.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,ce6a8be283ab6bdfc57c8de40bc579e899efb13d,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-07-27T23:46:19.000,1971-07-27T23:46:17.000,1971-07-16T19:47:02.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-07-27T23:52:38.000,1971-07-27T23:52:35.000,1971-07-17T23:07:09.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,cdd6528e0ad34e0a9f45e8285608f450820450c9,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-09-28T20:21:53.000,1971-09-28T20:21:42.000,1971-09-28T20:21:05.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,cdd6528e0ad34e0a9f45e8285608f450820450c9,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-09-28T20:21:53.000,1971-09-28T20:21:42.000,1971-09-28T20:21:05.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,cdd6528e0ad34e0a9f45e8285608f450820450c9,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-09-28T20:21:53.000,1971-09-28T20:21:43.000,1971-09-28T20:21:05.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,cdd6528e0ad34e0a9f45e8285608f450820450c9,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-09-28T20:21:53.000,1971-09-28T20:21:43.000,1971-09-28T20:21:05.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,cdd6528e0ad34e0a9f45e8285608f450820450c9,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-09-28T20:21:54.000,1971-09-28T20:21:43.000,1971-09-28T20:21:05.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,cdd6528e0ad34e0a9f45e8285608f450820450c9,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-09-28T20:21:54.000,1971-09-28T20:21:43.000,1971-09-28T20:21:05.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,cdd6528e0ad34e0a9f45e8285608f450820450c9,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-09-28T20:21:54.000,1971-09-28T20:21:44.000,1971-09-28T20:21:05.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,cdd6528e0ad34e0a9f45e8285608f450820450c9,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-09-28T20:21:55.000,1971-09-28T20:21:44.000,1971-09-28T20:21:05.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,42b929815920e54159963b1068bf0e0d7edba1ce,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-10-05T19:03:28.000,1971-10-05T19:03:23.000,1971-06-23T17:18:28.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,42b929815920e54159963b1068bf0e0d7edba1ce,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-10-05T19:03:29.000,1971-10-05T19:03:25.000,1971-09-28T20:21:05.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,42b929815920e54159963b1068bf0e0d7edba1ce,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-10-05T19:03:29.000,1971-10-05T19:03:25.000,1971-09-30T21:18:37.000
c3d08f48336fa8d3a0e15f856118e83655acb308,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,1ec29f6062fd9197026c1806c75423cecb812c46,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-10-21T18:33:23.000,1971-10-21T18:28:46.000,1971-10-05T19:04:56.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,434b80444330d642643e5a2b317c8da6296b8d91,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-10-21T18:33:33.000,1971-10-21T18:33:29.000,1971-10-21T18:33:29.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,985b9bf5de26f328e8f69fd92cdf457d8056539e,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1971-12-10T01:40:08.000,1971-12-09T20:10:00.000,1971-10-21T18:34:10.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,3d94ae9719c193113b49f823744d2d37a05b7310,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1972-01-19T23:17:51.000,1972-01-19T17:28:00.000,1971-12-10T01:40:20.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,1ec29f6062fd9197026c1806c75423cecb812c46,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1972-01-26T20:00:55.000,1972-01-26T20:00:53.000,1972-01-19T23:17:53.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,1ec29f6062fd9197026c1806c75423cecb812c46,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1972-01-26T20:00:55.000,1972-01-26T20:00:53.000,1972-01-20T21:13:25.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1972-01-27T00:30:57.000,1972-01-27T00:30:56.000,1972-01-26T20:01:03.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,ab558841df55926c1ba6be98a175281d583e62b5,2279.08,1972-01-27T00:30:58.000,1972-01-27T00:30:56.000,1972-01-26T20:01:09.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,3d94ae9719c193113b49f823744d2d37a05b7310,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-02-25T19:47:33.000,1972-02-03T23:47:49.000,1972-01-27T00:31:02.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,3d94ae9719c193113b49f823744d2d37a05b7310,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-02-04T00:10:20.000,1972-02-03T23:47:49.000,1972-01-27T00:41:16.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,3d94ae9719c193113b49f823744d2d37a05b7310,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-02-25T19:47:54.000,1972-02-25T19:47:52.000,1972-02-25T19:47:44.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,278185df3bd8a90f7605abe14af149fe50907f05,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-09T22:32:17.000,1972-03-03T16:32:39.000,1972-03-02T22:18:56.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,278185df3bd8a90f7605abe14af149fe50907f05,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-09T22:29:41.000,1972-03-09T22:29:35.000,1972-02-25T19:47:35.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,278185df3bd8a90f7605abe14af149fe50907f05,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-09T22:29:38.000,1972-03-09T22:29:35.000,1972-02-25T19:48:00.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-15T19:09:21.000,1972-03-15T15:42:30.000,1972-03-09T22:32:27.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-15T19:09:21.000,1972-03-15T19:09:19.000,1972-03-09T22:29:43.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-17T20:25:55.000,1972-03-17T20:25:53.000,1972-03-15T19:10:13.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-17T20:25:55.000,1972-03-17T20:25:53.000,1972-03-15T19:10:24.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,278185df3bd8a90f7605abe14af149fe50907f05,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-23T19:28:16.000,1972-03-22T15:51:55.000,1972-03-17T20:26:05.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,278185df3bd8a90f7605abe14af149fe50907f05,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-23T19:25:09.000,1972-03-23T19:25:03.000,1972-03-17T20:26:11.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-24T21:01:59.000,1972-03-24T21:01:56.000,1972-03-23T19:25:11.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-24T21:01:59.000,1972-03-24T21:01:56.000,1972-03-23T19:28:29.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-24T21:55:32.000,1972-03-24T21:55:30.000,1972-03-24T21:02:14.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-24T21:55:33.000,1972-03-24T21:55:31.000,1972-03-24T21:02:19.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,06d066a255e89b635ac2d0d8a17d756965fbf1fa,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-31T19:01:08.000,1972-03-31T19:01:06.000,1972-03-24T22:14:27.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,06d066a255e89b635ac2d0d8a17d756965fbf1fa,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-31T19:01:08.000,1972-03-31T19:01:06.000,1972-03-24T22:14:36.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,06d066a255e89b635ac2d0d8a17d756965fbf1fa,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-03-31T19:01:08.000,1972-03-31T19:01:06.000,1972-03-28T19:54:13.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-04-04T22:48:56.000,1972-04-04T15:48:22.000,1972-03-31T19:01:14.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-04-04T22:48:56.000,1972-04-04T22:48:52.000,1972-03-31T19:01:11.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-04-07T18:47:17.000,1972-04-06T18:19:25.000,1972-04-04T22:49:23.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-04-07T18:47:17.000,1972-04-07T18:47:14.000,1972-04-04T22:49:35.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-04-12T19:11:06.000,1972-04-12T16:04:00.000,1972-04-07T18:48:01.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-04-12T19:11:06.000,1972-04-12T19:11:00.000,1972-04-07T18:47:27.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,296c11aa09a4333e75a2604c37c83be848b321a9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-04-12T19:36:02.000,1972-04-12T19:35:59.000,1972-04-12T19:12:13.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,06d066a255e89b635ac2d0d8a17d756965fbf1fa,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-04-28T22:53:31.000,1972-04-28T22:53:29.000,1972-04-12T19:11:32.000
a12ac8712e66218cbd4e6b2092b190c23d1df406,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,06d066a255e89b635ac2d0d8a17d756965fbf1fa,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-04-28T22:53:30.000,1972-04-28T22:53:29.000,1972-04-22T18:39:15.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,376d447b48e0b6086d15c6b7edfc37a174b004d1,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-05-25T18:44:07.000,1972-05-25T16:36:38.000,1972-04-28T22:53:35.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,376d447b48e0b6086d15c6b7edfc37a174b004d1,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-05-25T18:48:49.000,1972-05-25T18:48:44.000,1972-04-28T22:53:39.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-06-28T03:01:47.000,1972-06-27T22:20:53.000,1972-05-25T18:49:03.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,0a06051366f805fd91c44574b9610499714e6ca8,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-06-28T03:01:46.000,1972-06-28T03:01:43.000,1972-05-25T18:44:11.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,25a33fa168f092648b30a323baa84737684e844c,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-07-22T00:02:28.000,1972-07-22T00:02:25.000,1972-06-28T03:01:56.000
20679d925843a4c25682650e519725d0ddde7465,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,25a33fa168f092648b30a323baa84737684e844c,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-07-22T00:02:29.000,1972-07-22T00:02:25.000,1972-06-28T03:02:11.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-07-22T21:03:45.000,1972-07-22T21:03:43.000,1972-07-22T00:02:43.000
c3d08f48336fa8d3a0e15f856118e83655acb308,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-07-22T21:03:44.000,1972-07-22T21:03:43.000,1972-07-22T00:03:09.000
ac656841faa2a212dc205e2d7c7353b5810d2017,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,278185df3bd8a90f7605abe14af149fe50907f05,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-07-28T20:24:12.000,1972-07-28T20:22:48.000,1972-07-28T20:22:30.000
7df0abdc10a97f4fed3aa69ecb347079a16c2c10,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-07-28T20:23:30.000,1972-07-28T20:23:23.000,1972-07-28T20:23:23.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-07-28T20:23:30.000,1972-07-28T20:23:26.000,1972-07-22T21:04:03.000
d81d235c8e7843330a8c0a9e5066fa5f509fab61,7f55c72b2a65577eb6ed3ed43b5b8124cae73331,c9ec1c4fd67b28f288c71e9f8949523c471f31b9,d55a31caeb308e00cb303c4195753040959b66bc,2279.08,1972-07-28T20:25:30.000,1972-07-28T20:23:41.000,1972-07-28T20:23:41.000
5eb74a1b83b6addb8454997d580d01b638e24a6f,7f6061786e54f4b7b8a038a717c64502424d626c,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,180,1971-06-29T17:42:37.000,1971-06-29T17:36:00.000,1971-06-27T00:07:41.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f6061786e54f4b7b8a038a717c64502424d626c,c5676f623c9417dfdbfb7ec14aca67c07239f673,ab558841df55926c1ba6be98a175281d583e62b5,180,1971-06-29T17:42:38.000,1971-06-29T17:36:00.000,1971-06-27T00:19:02.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f6061786e54f4b7b8a038a717c64502424d626c,6b552b337ca6fd8fb60768946138d94c6ff8ae9c,ab558841df55926c1ba6be98a175281d583e62b5,180,1971-07-01T22:59:51.000,1971-07-01T22:59:49.000,1971-06-29T17:43:02.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f6061786e54f4b7b8a038a717c64502424d626c,376d447b48e0b6086d15c6b7edfc37a174b004d1,ab558841df55926c1ba6be98a175281d583e62b5,180,1971-08-07T23:25:35.000,1971-08-07T23:25:31.000,1971-07-01T22:59:56.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f6061786e54f4b7b8a038a717c64502424d626c,376d447b48e0b6086d15c6b7edfc37a174b004d1,ab558841df55926c1ba6be98a175281d583e62b5,180,1971-08-07T23:25:35.000,1971-08-07T23:25:31.000,1971-07-02T00:14:52.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f6061786e54f4b7b8a038a717c64502424d626c,376d447b48e0b6086d15c6b7edfc37a174b004d1,ab558841df55926c1ba6be98a175281d583e62b5,180,1971-08-07T23:25:35.000,1971-08-07T23:25:31.000,1971-07-02T00:33:25.000
20679d925843a4c25682650e519725d0ddde7465,7f6061786e54f4b7b8a038a717c64502424d626c,296c11aa09a4333e75a2604c37c83be848b321a9,94c1b6409617849557e6605cb41de7bf9e5d5aa2,180,1971-09-02T19:44:34.000,1971-09-02T19:44:34.000,1971-08-07T23:25:51.000
85e32bc3038ced169c79bebce5c8c5e88d41e3c8,7f6061786e54f4b7b8a038a717c64502424d626c,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,180,1971-09-02T19:50:20.000,1971-09-02T19:50:17.000,1971-08-10T21:45:53.000
01eccc9676820fa21052b92c093b87563c9f2cde,7f6061786e54f4b7b8a038a717c64502424d626c,376d447b48e0b6086d15c6b7edfc37a174b004d1,ab558841df55926c1ba6be98a175281d583e62b5,180,1971-10-13T03:47:25.000,1971-10-13T03:47:21.000,1971-09-02T19:50:29.000
20679d925843a4c25682650e519725d0ddde7465,7f6061786e54f4b7b8a038a717c64502424d626c,296c11aa09a4333e75a2604c37c83be848b321a9,ab558841df55926c1ba6be98a175281d583e62b5,180,1971-11-21T00:28:53.000,1971-11-21T00:28:49.000,1971-10-13T03:47:37.000
