task,caseid,user,LogType,elementId,processId,resourceId,end_timestamp,start_timestamp
I,1562,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T03:56:33.914,2021-01-10T03:55:33.914
J,1562,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T03:59:23.317,2021-01-10T03:59:18.122
K,1562,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T04:36:35.197,2021-01-10T04:36:33.197
N,1562,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T05:37:16.953,2021-01-10T04:59:32.222
Y,1562,JKL-000002,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-10T05:38:13.785,2021-01-10T05:37:16.953
Z,1562,JKL-000003,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-10T09:41:14.867,2021-01-10T05:38:13.785
AA,1562,JKL-000001,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-10T09:42:00.723,2021-01-10T09:41:14.867
R,1562,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T15:16:42.329,2021-01-10T12:03:38.505
S,1562,DEF-000001,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T15:21:44.664,2021-01-10T15:16:42.329
T,1562,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T15:27:49.673,2021-01-10T15:21:44.664
I,1562,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T15:34:18.273,2021-01-10T15:33:18.273
J,1562,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T15:37:59.881,2021-01-10T15:34:20.273
K,1562,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T15:38:49.839,2021-01-10T15:38:47.839
M,1562,ABC-000001,MXML.EnactmentLog,Task_0tkh9qf,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T15:57:51.507,2021-01-10T15:38:49.839
U,1562,GHI-000003,MXML.EnactmentLog,Task_1abbjnw,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2021-01-10T16:01:56.529,2021-01-10T15:57:51.507
V,1562,GHI-000002,MXML.EnactmentLog,Task_0oq0sec,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2021-01-10T17:52:48.409,2021-01-10T16:01:56.529
X,1562,GHI-000003,MXML.EnactmentLog,Task_0qw0y7l,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2021-01-10T18:11:09.983,2021-01-10T17:52:48.409
R,1562,DEF-000002,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T20:07:39.044,2021-01-10T18:11:09.983
S,1562,DEF-000001,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T20:22:32.215,2021-01-10T20:07:39.044
T,1562,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T20:30:43.933,2021-01-10T20:22:32.215
A,1563,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T18:14:54.056,2021-01-08T17:49:56.624
B,1563,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T20:25:20.994,2021-01-08T20:20:56.716
G,1563,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T23:23:01.342,2021-01-08T23:14:27.113
F,1563,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T23:23:59.808,2021-01-08T23:23:01.342
D,1563,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T23:34:50.309,2021-01-08T23:23:59.808
H,1563,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T00:05:50.170,2021-01-08T23:34:50.309
C,1563,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T00:09:11.503,2021-01-09T00:05:50.170
E,1563,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T00:17:32.600,2021-01-09T00:09:11.503
I,1563,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:54:08.694,2021-01-09T02:53:08.694
J,1563,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T03:47:07.802,2021-01-09T03:23:01.756
K,1563,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T03:50:09.802,2021-01-09T03:50:07.802
L,1563,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T04:21:35.933,2021-01-09T04:14:47.591
N,1563,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T04:29:39.331,2021-01-09T04:21:35.933
Y,1563,JKL-000001,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T04:35:16.421,2021-01-09T04:29:39.331
Z,1563,JKL-000002,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T04:51:52.833,2021-01-09T04:35:16.421
AA,1563,JKL-000003,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T05:08:12.659,2021-01-09T04:51:52.833
R,1563,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-09T09:09:36.410,2021-01-09T08:56:38.899
S,1563,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-09T15:01:30.421,2021-01-09T15:01:14.713
T,1563,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T00:57:13.992,2021-01-10T00:43:39.720
A,1564,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T18:30:02.599,2021-01-08T18:14:54.056
B,1564,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T20:29:05.539,2021-01-08T20:25:20.994
G,1564,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T00:19:56.681,2021-01-09T00:17:32.600
F,1564,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T00:29:12.689,2021-01-09T00:19:56.681
D,1564,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T00:32:39.329,2021-01-09T00:29:12.689
H,1564,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T01:32:20.243,2021-01-09T00:32:39.329
C,1564,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T01:44:05.860,2021-01-09T01:32:20.243
E,1564,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T01:55:14.689,2021-01-09T01:44:05.860
I,1564,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T03:50:07.802,2021-01-09T03:49:07.802
J,1564,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T04:14:47.591,2021-01-09T04:04:01.770
K,1564,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T04:29:45.331,2021-01-09T04:29:43.331
M,1564,ABC-000001,MXML.EnactmentLog,Task_0tkh9qf,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T05:50:02.761,2021-01-09T05:49:15.140
L,1564,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T06:03:24.189,2021-01-09T05:50:02.761
U,1564,GHI-000001,MXML.EnactmentLog,Task_1abbjnw,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2021-01-09T05:53:54.976,2021-01-09T05:50:02.761
V,1564,GHI-000003,MXML.EnactmentLog,Task_0oq0sec,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2021-01-09T06:54:26.687,2021-01-09T05:53:54.976
O,1564,ABC-000001,MXML.EnactmentLog,Task_1l1hbv6,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T06:05:11.037,2021-01-09T06:03:24.189
N,1564,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T06:10:54.238,2021-01-09T06:05:11.037
BB,1564,MNO-000002,MXML.EnactmentLog,Task_1pzwok3,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2021-01-09T06:05:39.113,2021-01-09T06:05:11.037
CC,1564,MNO-000003,MXML.EnactmentLog,Task_0t6ryvv,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2021-01-09T06:09:41.077,2021-01-09T06:05:39.113
DD,1564,MNO-000002,MXML.EnactmentLog,Task_1e72t9f,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2021-01-09T06:12:04.429,2021-01-09T06:09:41.077
Y,1564,JKL-000003,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T06:13:16.703,2021-01-09T06:10:54.238
Z,1564,JKL-000001,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T07:06:50.912,2021-01-09T06:13:16.703
X,1564,GHI-000002,MXML.EnactmentLog,Task_0qw0y7l,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2021-01-09T07:19:17.209,2021-01-09T06:54:26.687
AA,1564,JKL-000003,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T07:13:11.016,2021-01-09T07:06:50.912
R,1564,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-09T14:41:08.303,2021-01-09T09:40:35.791
S,1564,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-09T21:46:51.525,2021-01-09T21:43:11.936
T,1564,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T03:02:25.411,2021-01-10T02:35:54.021
A,1565,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T18:52:45.316,2021-01-08T18:30:02.599
B,1565,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T20:33:14.547,2021-01-08T20:29:05.539
G,1565,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:02:23.633,2021-01-09T01:55:14.689
F,1565,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:03:30.396,2021-01-09T02:02:23.633
D,1565,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:04:38.472,2021-01-09T02:03:30.396
H,1565,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:07:02.433,2021-01-09T02:04:38.472
C,1565,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:10:53.507,2021-01-09T02:07:02.433
E,1565,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:11:41.494,2021-01-09T02:10:53.507
I,1565,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T03:48:07.802,2021-01-09T03:47:07.802
J,1565,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T03:57:24.867,2021-01-09T03:50:09.802
K,1565,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T04:29:41.331,2021-01-09T04:29:39.331
O,1565,ABC-000001,MXML.EnactmentLog,Task_1l1hbv6,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T04:54:00.654,2021-01-09T04:29:45.331
N,1565,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T05:09:42.886,2021-01-09T04:54:00.654
BB,1565,MNO-000003,MXML.EnactmentLog,Task_1pzwok3,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2021-01-09T05:08:30.198,2021-01-09T04:54:00.654
CC,1565,MNO-000001,MXML.EnactmentLog,Task_0t6ryvv,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2021-01-09T06:50:13.889,2021-01-09T05:08:30.198
Y,1565,JKL-000001,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T05:26:35.773,2021-01-09T05:09:42.886
Z,1565,JKL-000002,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T05:53:55.931,2021-01-09T05:26:35.773
AA,1565,JKL-000001,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T06:08:06.558,2021-01-09T05:53:55.931
DD,1565,MNO-000003,MXML.EnactmentLog,Task_1e72t9f,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2021-01-09T06:56:41.321,2021-01-09T06:50:13.889
R,1565,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-09T11:38:17.639,2021-01-09T09:39:30.806
S,1565,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-09T18:09:07.385,2021-01-09T17:21:08.545
T,1565,DEF-000001,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T02:14:17.459,2021-01-10T02:13:17.228
I,1565,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T02:15:17.459,2021-01-10T02:14:17.459
J,1565,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T02:16:38.692,2021-01-10T02:15:17.459
K,1565,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T02:16:40.692,2021-01-10T02:16:38.692
L,1565,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T02:22:04.066,2021-01-10T02:16:40.692
O,1565,ABC-000001,MXML.EnactmentLog,Task_1l1hbv6,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T02:23:28.968,2021-01-10T02:22:04.066
BB,1565,MNO-000003,MXML.EnactmentLog,Task_1pzwok3,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2021-01-10T02:31:32.146,2021-01-10T02:23:28.968
CC,1565,MNO-000001,MXML.EnactmentLog,Task_0t6ryvv,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2021-01-10T06:11:57.421,2021-01-10T02:31:32.146
DD,1565,MNO-000001,MXML.EnactmentLog,Task_1e72t9f,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2021-01-10T06:32:55.421,2021-01-10T06:11:57.421
R,1565,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T06:35:09.192,2021-01-10T06:32:55.421
S,1565,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T06:40:18.617,2021-01-10T06:35:09.192
T,1565,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T06:43:44.824,2021-01-10T06:40:18.617
I,1565,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T06:44:44.824,2021-01-10T06:43:44.824
J,1565,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T06:46:36.196,2021-01-10T06:44:44.824
K,1565,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T06:46:38.196,2021-01-10T06:46:36.196
L,1565,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T06:55:58.709,2021-01-10T06:46:38.196
A,1566,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T20:18:48.000,2021-01-08T20:12:30.284
B,1566,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-08T23:14:27.113,2021-01-08T23:01:14.117
G,1566,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:17:23.485,2021-01-09T02:14:41.494
F,1566,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:19:22.710,2021-01-09T02:17:23.485
D,1566,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:24:00.919,2021-01-09T02:19:22.710
H,1566,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:32:45.794,2021-01-09T02:24:00.919
C,1566,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:34:41.638,2021-01-09T02:32:45.794
E,1566,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T02:49:52.494,2021-01-09T02:34:41.638
I,1566,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T03:49:07.802,2021-01-09T03:48:07.802
J,1566,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T04:04:01.770,2021-01-09T03:57:24.867
K,1566,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T04:29:43.331,2021-01-09T04:29:41.331
L,1566,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T05:48:23.902,2021-01-09T05:09:42.886
N,1566,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2021-01-09T05:49:15.140,2021-01-09T05:48:23.902
Y,1566,JKL-000003,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T06:01:31.246,2021-01-09T05:49:15.140
Z,1566,JKL-000002,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T07:49:45.949,2021-01-09T06:01:31.246
AA,1566,JKL-000001,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-09T07:54:25.750,2021-01-09T07:49:45.949
R,1566,DEF-000002,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-09T14:41:16.851,2021-01-09T11:41:06.872
S,1566,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-09T21:47:04.645,2021-01-09T21:46:51.525
T,1566,DEF-000001,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T02:57:01.745,2021-01-10T02:38:54.106
I,1566,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T02:58:05.952,2021-01-10T02:57:05.952
J,1566,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T03:51:05.529,2021-01-10T02:58:07.952
K,1566,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T03:58:35.914,2021-01-10T03:58:33.914
N,1566,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2021-01-10T04:36:31.197,2021-01-10T04:12:50.523
Y,1566,JKL-000003,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-10T04:45:30.285,2021-01-10T04:36:31.197
Z,1566,JKL-000001,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-10T06:23:46.636,2021-01-10T04:45:30.285
AA,1566,JKL-000001,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2021-01-10T06:41:04.936,2021-01-10T06:23:46.636
R,1566,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T07:11:38.002,2021-01-10T06:41:59.834
S,1566,DEF-000001,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T07:24:06.825,2021-01-10T07:11:38.002
T,1566,DEF-000001,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2021-01-10T07:50:46.875,2021-01-10T07:24:06.825
A,1567,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T10:19:33.762,2021-01-11T10:09:41.365
B,1567,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T10:39:11.239,2021-01-11T10:19:33.762
G,1567,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T10:41:31.894,2021-01-11T10:39:11.239
F,1567,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T10:43:10.225,2021-01-11T10:41:31.894
D,1567,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:04:08.399,2021-01-11T10:43:10.225
H,1567,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:05:53.268,2021-01-11T11:04:08.399
C,1567,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:06:05.729,2021-01-11T11:05:53.268
E,1567,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:06:42.434,2021-01-11T11:06:05.729
I,1567,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T12:39:15.150,2021-01-11T12:38:15.150
J,1567,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T12:49:04.895,2021-01-11T12:39:15.150
K,1567,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T12:49:06.895,2021-01-11T12:49:04.895
L,1567,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T13:50:39.886,2021-01-11T12:49:06.895
A,1568,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:17:37.596,2021-01-11T11:06:42.434
B,1568,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:25:46.806,2021-01-11T11:25:37.648
G,1568,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:33:34.097,2021-01-11T11:26:44.743
F,1568,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:35:04.856,2021-01-11T11:33:34.097
D,1568,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:48:05.215,2021-01-11T11:35:04.856
H,1568,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2021-01-11T11:48:14.027,2021-01-11T11:48:05.215
