task,caseid,user,LogType,case_variant,elementId,processId,resourceCost,resourceId,end_timestamp,start_timestamp
Check Insurance,1429,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T11:58:38.884,2019-04-03T11:58:38.884
Pack the drugs (Production),1429,Technician-000003,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2403611111111112,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T16:34:37.502,2019-04-03T16:31:38.890
Check for Quality Assurance,1429,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6083055555555555,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T16:35:21.300,2019-04-03T16:34:37.502
Pick-up,1429,Technician-000001,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8593055555555555,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T21:38:30.000,2019-04-03T21:36:26.260
Process drop-off,143,Technician-000001,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6822916666666666,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-03-25T17:15:14.215,2019-03-25T17:13:35.965
Enter prescription details,143,Technician-000003,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9612708333333333,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-03-25T17:49:23.515,2019-03-25T17:47:05.092
Check if refill is allowed,143,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-03-25T17:49:23.515,2019-03-25T17:49:23.515
Check DUR,143,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-03-25T17:49:23.515,2019-03-25T17:49:23.515
Check Insurance,143,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-03-25T17:49:23.515,2019-03-25T17:49:23.515
Pack the drugs (Production),143,Technician-000003,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.372298611111111,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-03-25T18:23:05.114,2019-03-25T18:19:47.503
Check for Quality Assurance,143,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8407361111111111,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-03-25T18:26:47.743,2019-03-25T18:25:47.210
Pick-up,143,Technician-000002,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.163763888888889,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-03-25T18:54:41.935,2019-03-25T18:51:54.353
Process drop-off,1430,Technician-000002,MXML.EnactmentLog,14,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6110694444444444,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-02T19:31:17.027,2019-04-02T19:29:49.033
Enter prescription details,1430,Technician-000002,MXML.EnactmentLog,14,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1882569444444446,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T12:04:06.488,2019-04-03T12:01:15.379
Check if refill is allowed,1430,Pharmacy System-000001,MXML.EnactmentLog,14,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:04:06.488,2019-04-03T12:04:06.488
Check DUR,1430,Pharmacy System-000001,MXML.EnactmentLog,14,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:04:06.488,2019-04-03T12:04:06.488
Check Insurance,1430,Pharmacy System-000001,MXML.EnactmentLog,14,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:04:06.488,2019-04-03T12:04:06.488
Resolve insurance issues manually,1430,Technician-000002,MXML.EnactmentLog,14,sid-376F3213-4B1D-4DAB-89CC-60F051627586,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.39483333333333337,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T16:41:23.198,2019-04-03T16:40:26.342
Pack the drugs (Production),1430,Technician-000001,MXML.EnactmentLog,14,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1235625,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T21:43:56.689,2019-04-03T21:41:14.896
Check for Quality Assurance,1430,Pharmacist-000001,MXML.EnactmentLog,14,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6189305555555555,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T21:48:49.845,2019-04-03T21:48:05.282
Pack the drugs (Production),1430,Technician-000003,MXML.EnactmentLog,14,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1388749999999999,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-04T15:26:23.189,2019-04-04T15:23:39.191
Check for Quality Assurance,1430,Pharmacist-000001,MXML.EnactmentLog,14,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6582083333333333,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-04T15:27:10.580,2019-04-04T15:26:23.189
Pick-up,1430,Technician-000003,MXML.EnactmentLog,14,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.0561458333333333,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-04T21:24:06.096,2019-04-04T21:21:34.011
Process drop-off,1431,Technician-000002,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.5491041666666666,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-02T19:35:04.019,2019-04-02T19:33:44.948
Enter prescription details,1431,Technician-000003,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.125875,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T12:10:12.783,2019-04-03T12:07:30.657
Check if refill is allowed,1431,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:10:12.783,2019-04-03T12:10:12.783
Check DUR,1431,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:10:12.783,2019-04-03T12:10:12.783
Check Insurance,1431,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:10:12.783,2019-04-03T12:10:12.783
Pack the drugs (Production),1431,Technician-000003,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2928194444444443,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T16:51:25.018,2019-04-03T16:48:18.852
Check for Quality Assurance,1431,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.7615000000000001,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T16:52:35.212,2019-04-03T16:51:40.384
Pick-up,1431,Technician-000001,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.078125,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T21:53:44.596,2019-04-03T21:51:09.346
Process drop-off,1432,Technician-000001,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6138611111111112,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-02T19:38:42.983,2019-04-02T19:37:14.587
Enter prescription details,1432,Technician-000002,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9779305555555556,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T12:13:44.444,2019-04-03T12:11:23.622
Check if refill is allowed,1432,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:13:44.444,2019-04-03T12:13:44.444
Check DUR,1432,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:13:44.444,2019-04-03T12:13:44.444
Check Insurance,1432,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:13:44.444,2019-04-03T12:13:44.444
Pack the drugs (Production),1432,Technician-000002,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2898472222222221,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T16:53:27.594,2019-04-03T16:50:21.856
Check for Quality Assurance,1432,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8909583333333333,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T16:54:31.743,2019-04-03T16:53:27.594
Pick-up,1432,Technician-000001,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9605138888888889,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T21:56:02.910,2019-04-03T21:53:44.596
Process drop-off,1433,Technician-000002,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.5288472222222222,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-02T19:39:50.848,2019-04-02T19:38:34.694
Enter prescription details,1433,Technician-000003,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.906861111111111,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T12:17:07.169,2019-04-03T12:14:56.581
Check if refill is allowed,1433,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:17:07.169,2019-04-03T12:17:07.169
Check DUR,1433,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:17:07.169,2019-04-03T12:17:07.169
Check Insurance,1433,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:17:07.169,2019-04-03T12:17:07.169
Pack the drugs (Production),1433,Technician-000003,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2135833333333332,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T16:56:49.444,2019-04-03T16:53:54.688
Check for Quality Assurance,1433,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.814375,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T16:57:48.079,2019-04-03T16:56:49.444
Pick-up,1433,Technician-000001,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.7454444444444445,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T21:57:50.254,2019-04-03T21:56:02.910
Process drop-off,1434,Technician-000003,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.667236111111111,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-02T19:40:40.921,2019-04-02T19:39:04.839
Enter prescription details,1434,Technician-000002,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9571041666666668,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T12:17:34.689,2019-04-03T12:15:16.866
Check if refill is allowed,1434,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:17:34.689,2019-04-03T12:17:34.689
Check DUR,1434,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:17:34.689,2019-04-03T12:17:34.689
Check Insurance,1434,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:17:34.689,2019-04-03T12:17:34.689
Pack the drugs (Production),1434,Technician-000002,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2159375,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T16:58:49.736,2019-04-03T16:55:54.641
Check for Quality Assurance,1434,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8923472222222222,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T16:59:53.985,2019-04-03T16:58:49.736
Pick-up,1434,Technician-000001,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.10475,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-04T10:01:58.136,2019-04-03T21:59:19.052
Process drop-off,1435,Technician-000003,MXML.EnactmentLog,2,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.5508124999999999,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-02T19:42:00.238,2019-04-02T19:40:40.921
Enter prescription details,1435,Technician-000001,MXML.EnactmentLog,2,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8642708333333333,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T12:19:25.296,2019-04-03T12:17:20.841
Check if refill is allowed,1435,Pharmacy System-000001,MXML.EnactmentLog,2,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:19:25.296,2019-04-03T12:19:25.296
Check DUR,1435,Pharmacy System-000001,MXML.EnactmentLog,2,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:19:25.296,2019-04-03T12:19:25.296
Resolve DUR manually,1435,Pharmacist-000001,MXML.EnactmentLog,2,sid-2D8F96BD-C99A-4D36-A951-AC29CB4A1B4A,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.136111111111111,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T12:20:47.096,2019-04-03T12:19:25.296
Check Insurance,1435,Pharmacy System-000001,MXML.EnactmentLog,2,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:20:47.096,2019-04-03T12:20:47.096
Pack the drugs (Production),1435,Technician-000002,MXML.EnactmentLog,2,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.3002152777777776,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T17:01:56.967,2019-04-03T16:58:49.736
Check for Quality Assurance,1435,Pharmacist-000001,MXML.EnactmentLog,2,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.916875,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T17:03:02.982,2019-04-03T17:01:56.967
Pick-up,1435,Technician-000001,MXML.EnactmentLog,2,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.031611111111111,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-04T10:06:42.352,2019-04-04T10:04:13.800
Process drop-off,1436,Technician-000001,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6002222222222223,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-02T19:46:58.546,2019-04-02T19:45:32.114
Enter prescription details,1436,Technician-000001,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.0057847222222223,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T12:22:53.446,2019-04-03T12:20:28.613
Check if refill is allowed,1436,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:22:53.446,2019-04-03T12:22:53.446
Check DUR,1436,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:22:53.446,2019-04-03T12:22:53.446
Check Insurance,1436,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:22:53.446,2019-04-03T12:22:53.446
Pack the drugs (Production),1436,Technician-000001,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.3578541666666668,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T17:05:20.783,2019-04-03T17:02:05.252
Check for Quality Assurance,1436,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.816236111111111,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T17:07:06.041,2019-04-03T17:06:07.272
Pick-up,1436,Technician-000001,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.179673611111111,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-04T10:09:32.225,2019-04-04T10:06:42.352
Process drop-off,1437,Technician-000002,MXML.EnactmentLog,6,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.7458819444444443,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-02T19:51:38.315,2019-04-02T19:49:50.908
Enter prescription details,1437,Technician-000001,MXML.EnactmentLog,6,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1002430555555556,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T12:28:13.903,2019-04-03T12:25:35.468
Check if refill is allowed,1437,Pharmacy System-000001,MXML.EnactmentLog,6,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:28:13.903,2019-04-03T12:28:13.903
Check DUR,1437,Pharmacy System-000001,MXML.EnactmentLog,6,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:28:13.903,2019-04-03T12:28:13.903
Resolve DUR manually,1437,Pharmacist-000001,MXML.EnactmentLog,6,sid-2D8F96BD-C99A-4D36-A951-AC29CB4A1B4A,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6575833333333333,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-03T12:29:01.249,2019-04-03T12:28:13.903
Check Insurance,1437,Pharmacy System-000001,MXML.EnactmentLog,6,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:29:01.249,2019-04-03T12:29:01.249
Resolve insurance issues manually,1437,Technician-000003,MXML.EnactmentLog,6,sid-376F3213-4B1D-4DAB-89CC-60F051627586,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,2.180625,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T17:15:08.403,2019-04-03T17:09:54.393
Pack the drugs (Production),1437,Technician-000003,MXML.EnactmentLog,6,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1713958333333334,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-04T10:22:51.825,2019-04-04T10:20:03.144
Check for Quality Assurance,1437,Pharmacist-000001,MXML.EnactmentLog,6,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8219166666666665,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-04T10:23:51.003,2019-04-04T10:22:51.825
Pick-up,1437,Technician-000003,MXML.EnactmentLog,6,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8651597222222221,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-04T16:14:59.079,2019-04-04T16:12:54.496
Process drop-off,1438,Technician-000002,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6398958333333333,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-02T19:53:10.460,2019-04-02T19:51:38.315
Enter prescription details,1438,Technician-000002,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1131041666666668,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-03T12:30:35.094,2019-04-03T12:27:54.807
Check if refill is allowed,1438,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:30:35.094,2019-04-03T12:30:35.094
Check DUR,1438,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-04-03T12:30:35.094,2019-04-03T12:30:35.094
