task,caseid,user,LogType,elementId,processId,resourceId,end_timestamp,start_timestamp
J,332,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T01:26:27.472,2020-05-30T01:11:46.202
K,332,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T01:31:42.056,2020-05-30T01:31:40.056
M,332,ABC-000001,MXML.EnactmentLog,Task_0tkh9qf,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T02:00:06.869,2020-05-30T01:31:44.056
N,332,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T02:15:25.562,2020-05-30T02:00:06.869
U,332,GHI-000003,MXML.EnactmentLog,Task_1abbjnw,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-05-30T02:05:35.744,2020-05-30T02:00:06.869
V,332,GHI-000002,MXML.EnactmentLog,Task_0oq0sec,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-05-30T02:16:49.934,2020-05-30T02:05:35.744
Y,332,JKL-000002,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-05-30T02:16:16.826,2020-05-30T02:15:25.562
Z,332,JKL-000003,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-05-30T04:09:30.175,2020-05-30T02:16:16.826
X,332,GHI-000003,MXML.EnactmentLog,Task_0qw0y7l,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-05-30T02:20:54.621,2020-05-30T02:16:49.934
AA,332,JKL-000001,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-05-30T04:22:08.026,2020-05-30T04:09:30.175
R,332,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-05-30T11:16:18.581,2020-05-30T04:37:06.949
S,332,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-05-30T11:17:41.857,2020-05-30T11:16:18.581
T,332,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-05-30T11:18:07.415,2020-05-30T11:17:41.857
A,333,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-05-29T19:51:15.369,2020-05-29T19:37:49.815
B,333,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-05-29T21:39:31.390,2020-05-29T20:41:48.367
E,333,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-05-29T22:53:51.898,2020-05-29T22:48:05.015
F,333,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-05-29T22:58:52.060,2020-05-29T22:53:51.898
C,333,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-05-29T23:26:01.154,2020-05-29T22:58:52.060
D,333,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-05-29T23:39:54.073,2020-05-29T23:26:01.154
H,333,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-05-29T23:50:59.995,2020-05-29T23:39:54.073
G,333,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T00:02:15.525,2020-05-29T23:50:59.995
I,333,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T01:11:46.202,2020-05-30T01:10:46.202
J,333,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T01:31:40.056,2020-05-30T01:26:27.472
K,333,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T01:31:44.056,2020-05-30T01:31:42.056
N,333,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T02:37:10.010,2020-05-30T02:15:25.562
Y,333,JKL-000001,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-05-30T02:44:35.705,2020-05-30T02:37:10.010
Z,333,JKL-000002,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-05-30T11:13:49.678,2020-05-30T02:44:35.705
AA,333,JKL-000003,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-05-30T11:22:02.274,2020-05-30T11:13:49.678
R,333,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-05-30T11:45:14.742,2020-05-30T11:22:02.274
S,333,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-05-30T11:50:40.252,2020-05-30T11:45:14.742
T,333,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-05-30T12:00:59.094,2020-05-30T11:50:40.252
I,333,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T12:01:59.094,2020-05-30T12:00:59.094
J,333,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T12:07:43.030,2020-05-30T12:01:59.094
K,333,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T12:07:45.030,2020-05-30T12:07:43.030
N,333,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2020-05-30T12:10:09.698,2020-05-30T12:07:45.030
Y,333,JKL-000001,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-05-30T12:18:30.534,2020-05-30T12:10:09.698
Z,333,JKL-000002,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-05-30T14:44:52.497,2020-05-30T12:18:30.534
AA,333,JKL-000003,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-05-30T14:50:52.316,2020-05-30T14:44:52.497
R,333,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-05-30T14:54:15.919,2020-05-30T14:50:52.316
S,333,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-05-30T14:54:30.950,2020-05-30T14:54:15.919
T,333,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-05-30T14:59:08.646,2020-05-30T14:54:30.950
A,334,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T11:25:01.631,2020-06-01T11:23:30.046
B,334,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T11:28:31.263,2020-06-01T11:25:01.631
E,334,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T11:30:46.982,2020-06-01T11:28:31.263
F,334,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T11:31:29.210,2020-06-01T11:30:46.982
C,334,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T11:42:19.887,2020-06-01T11:31:29.210
D,334,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T11:43:14.722,2020-06-01T11:42:19.887
H,334,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T11:47:21.384,2020-06-01T11:43:14.722
G,334,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T12:00:54.759,2020-06-01T11:47:21.384
I,334,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T13:26:27.562,2020-06-01T13:25:27.562
J,334,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T13:27:55.659,2020-06-01T13:26:27.562
K,334,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T13:27:57.659,2020-06-01T13:27:55.659
N,334,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T13:48:38.167,2020-06-01T13:27:57.659
Y,334,JKL-000001,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-01T14:02:36.619,2020-06-01T13:48:38.167
Z,334,JKL-000002,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-01T15:39:59.133,2020-06-01T14:02:36.619
AA,334,JKL-000003,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-01T16:02:18.817,2020-06-01T15:39:59.133
R,334,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-01T19:00:24.008,2020-06-01T16:02:18.817
S,334,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-01T19:01:14.694,2020-06-01T19:00:24.008
T,334,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-01T19:15:10.945,2020-06-01T19:01:14.694
I,334,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T20:45:24.482,2020-06-01T20:44:24.482
J,334,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T21:26:19.141,2020-06-01T21:21:39.827
K,334,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T22:59:09.057,2020-06-01T22:59:07.057
M,334,ABC-000001,MXML.EnactmentLog,Task_0tkh9qf,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T23:21:57.294,2020-06-01T23:13:22.903
L,334,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T23:27:55.167,2020-06-01T23:21:57.294
U,334,GHI-000003,MXML.EnactmentLog,Task_1abbjnw,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-06-01T23:35:44.215,2020-06-01T23:21:57.294
N,334,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T00:00:51.167,2020-06-01T23:27:55.167
V,334,GHI-000001,MXML.EnactmentLog,Task_0oq0sec,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-06-01T23:53:06.647,2020-06-01T23:35:44.215
X,334,GHI-000002,MXML.EnactmentLog,Task_0qw0y7l,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-06-02T00:34:54.599,2020-06-01T23:53:06.647
Y,334,JKL-000001,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-02T00:05:58.725,2020-06-02T00:00:51.167
Z,334,JKL-000002,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-02T01:17:33.523,2020-06-02T00:05:58.725
AA,334,JKL-000002,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-02T01:38:15.549,2020-06-02T01:17:33.523
R,334,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T03:14:17.192,2020-06-02T01:38:15.549
S,334,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T03:17:01.813,2020-06-02T03:14:17.192
T,334,DEF-000001,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T03:50:12.068,2020-06-02T03:17:01.813
I,334,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T03:51:12.068,2020-06-02T03:50:12.068
J,334,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T03:51:42.747,2020-06-02T03:51:12.068
K,334,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T03:51:44.747,2020-06-02T03:51:42.747
L,334,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T03:54:37.057,2020-06-02T03:51:44.747
A,335,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T12:20:43.248,2020-06-01T12:15:54.784
B,335,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T12:22:10.359,2020-06-01T12:20:43.248
E,335,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T12:25:43.483,2020-06-01T12:22:10.359
F,335,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T12:28:00.807,2020-06-01T12:25:43.483
C,335,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T12:28:36.735,2020-06-01T12:28:00.807
D,335,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T13:09:49.262,2020-06-01T12:28:36.735
H,335,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T13:12:19.967,2020-06-01T13:09:49.262
G,335,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T13:25:27.562,2020-06-01T13:12:19.967
I,335,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T16:13:26.913,2020-06-01T16:12:26.913
J,335,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T16:44:53.200,2020-06-01T16:30:47.622
K,335,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T18:41:12.373,2020-06-01T18:41:10.373
L,335,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T20:26:02.860,2020-06-01T20:25:25.751
A,336,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T13:56:52.890,2020-06-01T13:48:38.167
B,336,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T14:24:35.665,2020-06-01T14:02:08.722
E,336,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T15:24:10.252,2020-06-01T14:41:14.577
F,336,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T15:24:36.576,2020-06-01T15:24:10.252
C,336,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T15:25:20.137,2020-06-01T15:24:36.576
D,336,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T15:28:49.424,2020-06-01T15:25:20.137
H,336,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T15:30:57.387,2020-06-01T15:28:49.424
G,336,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T15:31:49.212,2020-06-01T15:30:57.387
I,336,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T16:45:53.200,2020-06-01T16:44:53.200
P,336,ABC-000001,MXML.EnactmentLog,Task_0tm4h1h,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T20:44:24.482,2020-06-01T20:26:02.860
Q,336,DEF-000001,MXML.EnactmentLog,Task_08t6quk,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-01T21:34:55.254,2020-06-01T20:44:24.482
R,336,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-01T23:06:54.909,2020-06-01T21:34:55.254
S,336,DEF-000001,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-01T23:46:25.630,2020-06-01T23:06:54.909
T,336,DEF-000001,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-01T23:49:48.015,2020-06-01T23:46:25.630
I,336,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T00:19:24.055,2020-06-02T00:18:24.055
J,336,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T00:31:42.593,2020-06-02T00:30:37.493
K,336,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T00:52:16.151,2020-06-02T00:52:14.151
O,336,ABC-000001,MXML.EnactmentLog,Task_1l1hbv6,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T01:07:17.140,2020-06-02T01:03:05.532
N,336,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T01:07:57.485,2020-06-02T01:07:17.140
BB,336,MNO-000001,MXML.EnactmentLog,Task_1pzwok3,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-06-02T01:11:48.359,2020-06-02T01:07:17.140
Y,336,JKL-000003,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-02T01:28:09.960,2020-06-02T01:07:57.485
CC,336,MNO-000002,MXML.EnactmentLog,Task_0t6ryvv,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-06-02T01:31:21.664,2020-06-02T01:11:48.359
Z,336,JKL-000001,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-02T01:36:17.175,2020-06-02T01:28:09.960
DD,336,MNO-000001,MXML.EnactmentLog,Task_1e72t9f,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-06-02T01:35:06.417,2020-06-02T01:31:21.664
AA,336,JKL-000003,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-02T02:06:05.243,2020-06-02T01:36:17.175
R,336,DEF-000002,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T05:04:19.487,2020-06-02T02:06:05.243
S,336,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T05:15:01.796,2020-06-02T05:04:19.487
T,336,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T05:24:11.099,2020-06-02T05:15:01.796
A,337,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T14:02:08.722,2020-06-01T13:56:52.890
B,337,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T14:28:39.112,2020-06-01T14:24:35.665
E,337,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T15:43:30.484,2020-06-01T15:31:49.212
F,337,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T15:45:59.436,2020-06-01T15:43:30.484
C,337,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T15:56:15.917,2020-06-01T15:45:59.436
D,337,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T16:04:16.652,2020-06-01T15:56:15.917
H,337,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T16:06:57.959,2020-06-01T16:04:16.652
G,337,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T16:12:26.913,2020-06-01T16:06:57.959
I,337,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T18:41:10.373,2020-06-01T18:40:10.373
P,337,ABC-000001,MXML.EnactmentLog,Task_0tm4h1h,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T20:58:13.611,2020-06-01T20:56:05.272
Q,337,DEF-000003,MXML.EnactmentLog,Task_08t6quk,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-01T22:50:31.001,2020-06-01T20:58:13.611
R,337,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T01:46:56.649,2020-06-01T22:50:31.001
S,337,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T01:48:34.671,2020-06-02T01:46:56.649
T,337,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T01:49:54.079,2020-06-02T01:48:34.671
I,337,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T01:50:54.079,2020-06-02T01:49:54.079
J,337,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T01:51:19.592,2020-06-02T01:50:54.079
K,337,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T01:51:21.592,2020-06-02T01:51:19.592
N,337,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2020-06-02T02:01:40.620,2020-06-02T01:51:21.592
Y,337,JKL-000001,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-02T02:04:51.425,2020-06-02T02:01:40.620
Z,337,JKL-000002,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-02T03:43:06.804,2020-06-02T02:04:51.425
AA,337,JKL-000001,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-06-02T04:22:55.348,2020-06-02T03:43:06.804
R,337,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T07:12:37.700,2020-06-02T04:22:55.348
S,337,DEF-000001,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T07:32:50.422,2020-06-02T07:22:51.426
T,337,DEF-000001,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-06-02T07:35:44.242,2020-06-02T07:33:05.894
A,338,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T14:36:10.055,2020-06-01T14:28:39.112
B,338,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T16:14:08.807,2020-06-01T16:13:26.913
E,338,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T16:59:30.442,2020-06-01T16:45:53.200
F,338,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T17:04:47.292,2020-06-01T16:59:30.442
C,338,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T17:15:25.344,2020-06-01T17:04:47.292
D,338,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T17:21:55.175,2020-06-01T17:15:25.344
H,338,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T17:25:56.557,2020-06-01T17:21:55.175
G,338,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T17:29:38.863,2020-06-01T17:25:56.557
I,338,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-06-01T19:25:54.140,2020-06-01T19:24:54.140
